Brand,Variety,Style,Country,Stars,Country / Region,2014,2015,2016,2017,2018
Unif,Super Bowl Artificial Pickled Chilli Beef,Bowl,Taiwan,3.25,Taiwan,710,680,770,820,830
Maruchan,Yakisoba Cheddar Cheese,Tray,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,Taiwan,3.5,Taiwan,710,680,770,820,830
Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,2.75,Taiwan,710,680,770,820,830
Paldo,Dosirac Mushroom,Tray,South Korea,2.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Dosirac Shrimp,Tray,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Lucky Me!,Supreme Bulalo Artificial Bone Marrow,Bowl,Philippines,1.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Vifon,Tasty Mushroom,Pack,Vietnam,2,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Lucky Me!,La Paz Batchoy Beef,Pack,Philippines,2.5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Paldo,Dosirac Beef,Tray,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Tradition,Imitation Chicken Vegetarian,Pack,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Royal Umbrella,Vegetarian Tom Yum,Cup,Thailand,2.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Rhee Bros Assi,Rice Noodle Anchovy Flavor,Tray,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Lucky Me!,Supreme Special Beef Carne De Vaca,Bowl,Philippines,3.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Paldo,Dosirac Artificial Chicken,Tray,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang,Bowl Noodle Picante Beef,Bowl,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Dragonfly,Guilin Style Rice Vermicelli,Bowl,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wu Mu,Steam Spinach Ramen With Onion,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Lucky Me!,Supreme Sotanghon Artificial Chicken Vermicelli ,Bowl,Philippines,3.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,South Korea,2.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Rhee Bros Assi,Rice Noodle Hot & Spicy Kimchi,Tray,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Crab,Cup,China/Hong Kong,3.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Tablemark,Soybean Paste,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Paldo,South Korean Seafood,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Tiger,Onion Flaver Rice Noodle,Bowl,Taiwan,0,Taiwan,710,680,770,820,830
Paldo,South Korean U Dong,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nongshim,Shin Bowl,Bowl,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Doll,Spicy Artificial Beef,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Paldo,South Korean Broad Noodle,Pack,South Korea,2,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,King Cup Lobster,Cup,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Myojo,Hyoubanya No Yakisoba Oriental,Tray,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Doll,Artificial Chicken,Pack,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Cup Noodles Seafood,Cup,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Doll,Pickled Vegetable,Pack,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Mama,Oriental Kitchen Hot Spicy,Cup,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Rhee Bros Assi,Rice Noodle Katsuo,Tray,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Rhee Bros Assi,Rice Noodles Seafood,Tray,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Fortune,Udon Mushroom,Pack,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Vina Acecook,Oh! Ricey Beef Rice Noodles,Pack,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Wai Wai,Chili Paste Tom Yum,Pack,Thailand,3.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Cup Shrimp Tom Yum Flavor,Cup,Thailand,3.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Ve Wong,Kung Fu Artificial Soybean Paste,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Wai Wai,Minced Pork Tom Yum,Pack,Thailand,2.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vina Acecook,Mi Lau Thai Artificial Chicken,Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Wu Mu,Dried Noodle With BBQ Pork,Pack,Taiwan,2,Taiwan,710,680,770,820,830
Paldo,Spicy Shrimp Bowl,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Spicy Chile Chicken,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Mama,Pork,Cup,Thailand,2,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vina Acecook,Mi Lau Thai Shrimp,Pack,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nissin,Cup Noodles Chicken,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Vina Acecook,Hao Hao Sour Hot Shrimp,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nissin,Chow Mein Kung Pao Chicken,Tray,United States,1.5,USA,"4,280","4,080","4,100","4,130","4,400"
Vina Acecook,Daily Beef Ball,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Vina Acecook,Oh! Ricey Chicken,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Vina Acecook,Mi Lau Thai Seafood,Pack,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Royal Umbrella,Tom Yum Shrimp,Cup,Thailand,3.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Cup Noodles Beef,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Cup Noodles Shrimp,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Mama,Oriental Kitchen Spicy Seafood,Cup,Thailand,3.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vina Acecook,Daily Hot & Spicy Tom Yun,Pack,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nongshim,Bowl Noodle Spicy Seafood,Bowl,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Fortune,Udon Chicken,Pack,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Fortune,Udon Beef,Pack,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Wu Mu,Steamed Noodle Sesame Oil,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Unif,100 Artificial Spicy Beef,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Koka,Tomato,Pack,Singapore,4.75,Singapore,130,130,130,130,130
Myojo,Udon Mushroom,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Artificial Pork Jumbo,Pack,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Six Fortune,Broad Noodles,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Karashi Mayo Yakisoba,Tray,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Myojo,Udon Hot & Spicy,Pack,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Fashion Foods,Tom Klong,Bowl,Thailand,2,Thailand,"3,070","3,070","3,360","3,390","3,460"
Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Sanyo Foods,Aunt Mentaiko Durum Spaghetti,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Ottogi,Ppushu Ppushu Sweet & Sour,Pack,South Korea,1.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Chow Noodles Tomato Basil,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Koka,Spicy Seafood Marinara,Bowl,Singapore,3,Singapore,130,130,130,130,130
Koka,Spicy Sesame,Pack,Singapore,5,Singapore,130,130,130,130,130
Koka,Curry,Pack,Singapore,4.25,Singapore,130,130,130,130,130
Myojo,Udon Shrimp,Pack,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Koka,Tom Yum Rice Noodles,Bowl,Singapore,3.5,Singapore,130,130,130,130,130
Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Indomie,Onion Chicken,Pack,Indonesia,4.5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Lucky Me!,Supreme Instant Mami Noodles With Free Crackers,Bowl,Philippines,3.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Myojo,Udon Chicken,Pack,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Vifon,Pho Ga Instant rice Noodle,Bowl,Vietnam,2,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Quickchow,Bihon Guisado Rice Noodle,Pack,Philippines,1.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Nissin,Chow Noodles Cheddar Cheese,Tray,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Ottogi,Snack Ramyon,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mama,Instant Bowl Noodles Artificial Pork,Bowl,Thailand,2.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Koka,Laksa Singapura,Bowl,Singapore,4.25,Singapore,130,130,130,130,130
Myojo,Udon Crab,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Top Ramen Beef,Pack,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Wei Lih,Good Good Eat Super Ramen Original,Pack,Taiwan,3,Taiwan,710,680,770,820,830
Six Fortune,Tom Yam Instant soup Noodle,Pack,South Korea,2.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Yakisoba Sweet & Sour Chicken,Tray,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Samyang,Bowl Noodle Kimchi,Bowl,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Instant Lunch Roast Chicken Flavor,Cup,United States,2.75,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Yakisoba Chicken,Tray,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Yakisoba Teriyaki Beef,Tray,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Spicy Artificial Lobster,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Maruchan,Yakisoba Roast chicken,Tray,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Vina Acecook,Kingcook Tomato Sauce Pork,Tray,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Rocket Brand,Satoimo Noodles,Pack,China/Hong Kong,2.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Souper Meal Beef Flavor Minestrone,Bowl,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Sao Tao,Ramen King Scallop Seafood,Pack,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sapporo Ichiban,Original Flavor,Pack,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Bon Go Jang,Deuchi Udon,Bowl,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Sapporo Ichiban,Beef Flavor,Pack,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Spicy Shrimp,Bowl,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Hot & Spicy,Bowl,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Cabbage Kimchi,Bowl,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Beef Ginger,Bowl,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Nongshim,Bowl Noodle Spicy Chicken,Bowl,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Samyang,Chinese Soybean Paste,Pack,South Korea,2,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Shirakiku,Sanukiya Somen,Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Rhee Bros Assi,Rice Noodle With Spicy Flavored Soup,Tray,South Korea,2.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Pani Puri,Cup,India,1.5,India,"5,340","3,260","4,270","5,420","6,060"
Myojo,Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Saigon Ve Wong,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Boss,Shrimp Tom Yum Flavor,Bowl,Thailand,2.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Paldo,Soy Flavor Noodle,Pack,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Wu Mu,Steamed Noodle Chinese Herbs,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Nissin,Cup Noodles Manchurian,Cup,India,3,India,"5,340","3,260","4,270","5,420","6,060"
Nongshim,Udon,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Hwa Ramyun Soy Peptide,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Paldo,Teumsae Ramyun,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Shirakiku,Sanukiya Udon,Bowl,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Myojo,Chukazanmai Soy Sauce,Pack,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Bowl Noodles Hot & Spicy Chicken,Bowl,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Myojo,Chukazanmai Soy Sauce chili Oil,Pack,Japan,3.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Kamfen,Noodle King Thin Wonton,Pack,China/Hong Kong,2,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Myojo,Hyobanya No Yakisoba Sauce Flavor,Tray,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Kimchi,Pack,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Oriental Style Clear Soup,Pack,Thailand,2,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vifon,Hu Tieu Bo Kho An Lien Beef,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Paldo,Dosirac Pork,Tray,South Korea,4.125,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang,Cold Ramen With Ponytail Radish,Pack,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Lucky Me!,Sotanghon Artificial Chicken,Pack,Philippines,0.25,Philippines,"3,320","3,480","3,410","3,750","3,980"
Unif / Tung-I,Instant Bean Vermicelli Shrimp,Pack,Taiwan,1.5,Taiwan,710,680,770,820,830
Mama,Flat Noodle Tom Yum,Pack,Thailand,3.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Samyang,Japanese Seafood Flavor Udon,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Myojo,Chukazanmai Soybean Paste,Pack,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Samyang,Seafood Party,Pack,South Korea,2.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
JFC,Japanese Style Noodle Fresh Udon,Bowl,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Wai Wai,Crab Instant Rice Vermicelli,Pack,Thailand,2.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Koyo,Garlic Pepper,Pack,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Doll,Sesame Oil,Pack,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Unif / Tung-I,Artificial Beef Flavor,Pack,Taiwan,3.75,Taiwan,710,680,770,820,830
Vifon,Asian Style Instant Noodles Chicken,Pack,Vietnam,3.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Myojo,Chukazanmai Oriental,Pack,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Paldo,Green Tea Chlorella,Pack,South Korea,0,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Myojo,Ramen Desse Soy Sauce,Bowl,Japan,1.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Hot & Spicy,Pack,Thailand,1.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Jok Cup Porridge Artificial Pork,Cup,Thailand,2.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Sotanghon,Cup,Philippines,2,Philippines,"3,320","3,480","3,410","3,750","3,980"
Maruchan,Instant Lunch Cajun Style With chili Piquin Shrimp,Cup,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Lucky Me!,Pancit Canton,Pack,Philippines,4.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Nissin,Creamy Chicken,Cup,United States,1.75,USA,"4,280","4,080","4,100","4,130","4,400"
Sapporo Ichiban,Shrimp Flavor,Cup,United States,1.75,USA,"4,280","4,080","4,100","4,130","4,400"
Wu Mu,Steamed Noodle Garlic & Sesame Oil,Pack,Taiwan,4.5,Taiwan,710,680,770,820,830
Shirakiku,Japanese Style Tokusen Miso,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Chorip Dong,Jjambbong Hot Spicy Seafood,Bowl,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Maruchan,Akai Kitsune Udon,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Myojo,Okinawa Soba,Pack,Japan,3.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Higashi,Nagasaki Sara Udon,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Pho Bo,Pack,Thailand,2.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Sakurai,Vegetarian Flavor,Pack,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nongshim,Kimchi Ramyun,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mama,Mamy Chand Clear Soup,Pack,Thailand,2.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Chow Mein Teriyaki Beef,Tray,United States,4.5,USA,"4,280","4,080","4,100","4,130","4,400"
Six Fortune,Seafood Flavor,Pack,South Korea,2.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mama,Mi Goreng,Pack,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Kamfen,Noodle King Beef,Pack,China/Hong Kong,1.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Unif,100 Furong Shrimp,,Taiwan,3,Taiwan,710,680,770,820,830
Nissin,Bowl Noodles Rich & Savory Chicken,Bowl,United States,1.75,USA,"4,280","4,080","4,100","4,130","4,400"
Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Unif / Tung-I,Fresh Shrimp,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Global Inspiration,Gyeong-Gi-Do Rice,Bowl,South Korea,2.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Baijia,Hot & Sour Rice Noodle,Pack,China/Hong Kong,0,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Ve Wong,Artificial Peppered Beef,Pack,Taiwan,3.5,Taiwan,710,680,770,820,830
Unif,100 Artificial Shallot Chicken,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Sapporo Ichiban,Miso Soybean Paste,Pack,Japan,3.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nongshim,Mupama Tang Myun,Pack,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mama,Artificial PA-LO Duck,Pack,Thailand,0.1,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vifon,Mi Chay Vegetarian,Pack,Vietnam,2.8,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Mama,Tom Yam Koong Rice Vermicelli,Pack,Thailand,1.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Shirakiku,Japanese Style Tokusen Karami,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Wai Wai,Minced Pork Soeng Kreung,Pack,Thailand,3.7,Thailand,"3,070","3,070","3,360","3,390","3,460"
Doll,Shrimp Wonton,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Ottogi,Bekse Curry,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang,Beef,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ve Wong,Artificial Pork & Chicken,Pack,Taiwan,3.4,Taiwan,710,680,770,820,830
Paldo,Bibim Men,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ottogi,Ramyonsari,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Mama,Nam Vang,Pack,Thailand,3.6,Thailand,"3,070","3,070","3,360","3,390","3,460"
Ottogi,Miso Ramyun,Pack,South Korea,2.8,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Samyang,Kimchi,Pack,South Korea,2.9,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nongshim,Hooroorook ,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ottogi,Jiajang Noodle,Pack,South Korea,3.75,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ottogi,Odongtongmyon Seafood Spicy,Pack,South Korea,3.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Lucky Me!,Artificial Chicken,Pack,Philippines,1.5,Philippines,"3,320","3,480","3,410","3,750","3,980"
Mama,Pad Thai,Pack,Thailand,3.1,Thailand,"3,070","3,070","3,360","3,390","3,460"
Teriyaki Time,Ramen,Bowl,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Ottogi,Pow Crunch Teriyaki,Pack,South Korea,1.1,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
GreeNoodle,Tom Yum,Pack,Thailand,0.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Indomie,Special Fried Curly Noodle,Pack,Indonesia,5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Maruchan,Ramen Noodle Soup Chicken,Pack,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Ve Wong,Vegetarian Flavor,Pack,Taiwan,3,Taiwan,710,680,770,820,830
Indomie,Soto Mie,Pack,Indonesia,1.5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Ve Wong,Artificial Sesame Chicken,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85,Taiwan,710,680,770,820,830
Ve Wong,Kung Fu Artificial Onion,Pack,Taiwan,2.75,Taiwan,710,680,770,820,830
Unif / Tung-I,Chah Chiang,Pack,Taiwan,2.5,Taiwan,710,680,770,820,830
Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,Vietnam,2.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Pack,Vietnam,3.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
